variant,pair,funding_carry_bps_per_day,unresolved_no_data_count,trade_count,gross_pnl_bps,cost_bps,net_pnl_bps,hit_rate,profit_factor,sharpe,sortino,max_drawdown_bps,avg_win_bps,avg_loss_bps,avg_bars_held,turnover_notional,profit_count,stop_count,vertical_count,profit_factor_gate_pass
fast_vertical_4h,ADAUSDT/DOTUSDT,6.0,0,1569,11377.47954598934,20119.25,-8741.770454010653,0.5124282982791587,0.8939495656144071,-0.03943557195880261,-0.05034021342395066,10595.677569100244,91.65241556037162,-107.75204256803849,3.2919056724028044,1569000.0,673,128,768,False
fast_vertical_4h,ADAUSDT/ETCUSDT,6.0,0,1547,-3998.637160485475,19752.75,-23751.38716048548,0.5455720749838396,0.75659470874231,-0.09501441290979992,-0.10434508833607072,25508.039140938425,87.47416733955095,-138.80452972271192,3.0736910148674856,1547000.0,777,165,605,False
fast_vertical_4h,ADAUSDT/ETHUSDT,5.0808,0,1446,1527.274465598632,18097.184,-16569.909534401373,0.5594744121715076,0.7924597388446455,-0.07359701908513837,-0.0726989082924257,18503.341941394094,78.20715073330157,-125.33672602455628,2.4343015214384507,1446000.0,966,110,370,False
fast_vertical_4h,ADAUSDT/LINKUSDT,6.0,0,1503,-4195.942129817229,19213.25,-23409.19212981724,0.52228875582169,0.7483672759700429,-0.10135099221385765,-0.11762755350540376,25885.37991209402,88.68791378227476,-129.56713711546368,3.1330671989354624,1503000.0,713,163,627,False
fast_vertical_4h,ADAUSDT/SOLUSDT,5.603400000000001,0,1504,-4727.203804803683,19089.531974999998,-23816.735779803686,0.5472074468085106,0.7586280940235436,-0.09156586128715384,-0.09622966062908894,26799.67824299556,90.95458683290818,-144.8933344247975,2.966090425531915,1504000.0,871,126,507,False
fast_vertical_4h,ADAUSDT/XRPUSDT,6.0,0,1567,-13658.97389800509,20121.0,-33779.97389800508,0.5124441608168475,0.6927560345402163,-0.12473402514637955,-0.13867599820223273,35350.29808018691,94.85073928859715,-143.907221919828,3.3618379068283346,1567000.0,574,167,826,False
fast_vertical_4h,ARBUSDT/ATOMUSDT,6.0,0,1570,5884.836204694192,20115.25,-14230.413795305803,0.5101910828025478,0.8630819277543672,-0.054767908188359284,-0.0695716651893633,16905.289901237862,111.98923031560439,-135.15446980247714,3.249044585987261,1570000.0,658,169,743,False
fast_vertical_4h,ARBUSDT/AVAXUSDT,6.0,0,1536,-3989.5246460757435,19631.25,-23620.774646075733,0.5462239583333334,0.7794277347446028,-0.08942505813281446,-0.10325635508754154,28353.02330948839,99.48489077933031,-153.64217791956077,3.123046875,1536000.0,769,160,607,False
fast_vertical_4h,ARBUSDT/DOTUSDT,6.0,0,1603,5168.706964382566,20535.25,-15366.543035617437,0.5159076731129133,0.8493374596389343,-0.060195223012274715,-0.0780457317792498,21327.940039418576,104.74798081117198,-131.43443707017607,3.2420461634435433,1603000.0,673,177,753,False
fast_vertical_4h,ARBUSDT/ETCUSDT,6.0,0,1536,11078.044686852034,19623.0,-8544.955313147964,0.5364583333333334,0.9090425359228755,-0.033424379463161395,-0.04201161927945096,14582.020645663706,103.64024853986838,-131.94455071629145,3.1015625,1536000.0,767,156,613,False
